0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291
810,926,946,733,926,888,772,849,733,810,772,656,695,714,656,772,714,656,791,617,907,868,1139,1506,2008,2548,3224,3765,4788,5792,7067,8109,8592,8959,9461,9673,9731,9770,9654,9384,9075,8882,9114,9307,10040,10504,11044,11682,12300,13091,13728,14288,14752,15447,15910,16219,16451,16837,17223,16934,17243,16876,16915,16760,16625,16721,17320,17513,17687,18112,18536,18536,19212,19579,20506,21143,21414,22398,22881,23827,24407,25160,25893,26589,27708,28210,29079,29388,29234,29292,29910,29697,30064,29736,29118,28983,27786,27535,26975,26106,25584,24638,23885,23480,22476,21665,20390,19212,18633,18305,18421,19154,19328,19560,19850,19869,20004,19714,19251,19386,18807,18652,18459,17841,17474,17050,16374,16412,15795,15795,15389,14848,14559,13786,13458,13053,12222,12029,11778,11701,11740,11894,11933,11836,11489,11469,11353,11122,11373,11238,11180,11547,11701,11836,12551,12609,13226,14250,15505,16548,17301,18730,19560,20506,21278,22244,22186,22167,21703,19772,18305,17166,16625,16412,16470,17185,17841,18845,20255,21201,22321,23345,24445,25198,25430,25623,26048,26067,25565,25005,24020,22900,20776,18015,15852,14076,13690,14115,15640,17339,18536,19193,19560,19502,19425,19077,18479,18459,17783,16953,16490,15795,15215,14868,14366,13979,13574,13207,12937,12512,12300,11855,11392,11160,10349,9828,9307,8476,7820,6951,6738,6642,6487,6256,6236,6256,6584,6430,6294,6545,6526,6584,6700,6584,6758,6912,6912,7105,6835,6854,6796,6681,6487,6352,6236,6101,5908,5754,5908,5715,5831,5831,5638,5599,5213,5194,5213,5020,5097,4981,4846,5020,4518,4634,4537,4228,4325,4305,3958,4093,3823,3784,3823,3533,3475,3128,3089,3128,2,8.4,4.9,inferior
849,868,926,714,849,772,753,965,695,733,695,656,695,656,617,772,695,714,714,559,868,926,1197,1544,2008,2529,3128,3591,4788,5947,7028,8109,8766,9114,9577,9751,9886,9809,9654,9538,9036,8959,9114,9345,10040,10427,11044,11971,12222,13130,14018,14288,15061,15563,15852,16316,16490,16915,17339,16934,17474,16915,17030,16876,16644,16915,17088,17687,18150,18228,18614,18691,19019,19772,20429,20931,21665,22051,23016,23673,24445,25102,26260,26994,27187,28268,29118,29504,29581,29504,30045,29890,30045,30045,29195,29118,28037,27573,26801,25797,25642,24484,24136,23673,22785,21665,20603,19096,18691,18382,18459,19309,19502,19850,19772,19850,20004,19714,19386,19425,19096,18884,18575,17841,17610,16992,16490,16451,15872,15833,15795,15080,14771,14057,13458,13014,12531,12164,11855,11817,11933,11817,11971,12049,11489,11431,11392,11122,11276,11276,11199,11527,11508,12049,12280,12821,13593,14366,15640,16992,17397,18691,19811,20776,21472,22321,22283,22321,21703,19927,18305,17030,16606,16412,16490,17243,18073,18923,20332,21085,22283,23634,24098,25256,25565,25720,26106,25816,25720,25121,24407,22900,20854,18266,15910,14250,13844,14057,15486,17146,18614,19347,19618,19618,19541,19232,18614,18382,17919,17185,16528,15640,15293,14694,14366,14095,13439,13207,13053,12473,12242,11933,11469,11276,10349,9963,9307,8496,7955,7028,6642,6526,6333,6256,6410,6217,6603,6487,6372,6526,6410,6603,6758,6642,6835,6796,6719,7067,6738,6874,6777,6487,6719,6333,6275,6198,5792,5908,5792,5657,5850,5792,5638,5483,5290,5290,5503,5136,5020,4943,4711,5020,4518,4634,4557,4286,4267,4363,3977,4170,3900,3977,3746,3552,3572,3186,3089,3050,2,8.4,4.9,inferior
753,810,926,714,965,791,753,868,695,675,675,540,617,637,579,733,559,637,617,463,772,733,753,1023,1177,1486,1834,2008,2664,3282,4074,4750,4923,5406,5676,5754,6024,5870,5773,5754,5522,5368,5348,5483,5831,6101,6352,7105,7395,7781,8283,8380,9017,9384,9519,9558,9925,10079,10060,9963,10291,9963,9963,10060,9982,9982,10156,10504,10851,10851,11122,11373,11778,12396,13168,13632,14462,14945,15795,16721,17455,18112,19000,20139,20525,21143,21510,21819,21858,21703,22128,21819,21877,21529,20950,20796,19502,19019,18266,17166,16741,15640,15254,14733,13941,13014,12184,11373,11160,10774,10948,11431,11160,11527,11315,11315,11218,10987,10620,10678,10233,10098,10137,9461,9384,8998,8650,8573,8322,8225,8129,7588,7337,6758,6565,6352,6005,5734,5696,5483,5561,5368,5368,5406,5116,5136,5136,4865,5213,4981,5097,5194,5329,5619,5966,6352,6912,7704,8496,9654,10291,11469,12415,13574,14482,15505,15795,16451,16104,15196,14559,14134,14308,14288,14810,15698,16876,17919,19714,20332,22012,23074,24233,25140,25855,26337,26550,26550,26202,25778,24967,23711,21472,18961,16277,14597,14115,14501,15930,17571,19193,20062,20255,20352,20197,19946,19328,19019,18498,17648,17108,16239,15621,15389,14868,14578,14173,13671,13535,12821,12666,12415,12049,11547,10678,10272,9616,8785,8129,7395,7009,6758,6526,6410,6449,6217,6738,6584,6449,6719,6681,6719,7067,6835,7009,6932,7067,7183,7047,6989,7086,6758,6700,6603,6352,6236,5908,5985,5870,5773,5870,5754,5638,5561,5425,5368,5425,5232,5174,4943,4865,5116,4711,4788,4634,4286,4441,4421,4112,4209,3900,3823,3900,3630,3552,3282,2992,3128,2,8.4,4.9,lado 1
695,810,849,617,791,772,656,888,656,714,637,502,598,617,502,695,559,540,579,444,714,714,695,984,1119,1486,1892,1930,2684,3166,3939,4711,4943,5252,5657,5638,5831,5792,5715,5734,5290,5232,5290,5406,5657,5889,6487,6912,7298,7762,8418,8689,8959,9210,9268,9654,9654,10060,9963,9925,10195,10060,10156,10060,9886,10118,10195,10427,10678,10736,11006,11276,11662,12164,13130,13651,14404,14906,15795,16837,17610,18073,18942,19734,20390,21105,21491,22012,21819,21819,22360,21703,21858,21414,20583,20699,19386,19077,18228,17146,16721,15795,14984,14482,13825,13130,12319,11585,10967,10755,10813,11238,11199,11353,11276,11122,11392,10851,10600,10755,10060,9963,9828,9422,9345,8920,8727,8727,8129,8032,8109,7549,7337,6719,6584,6526,6140,5754,5715,5445,5252,5406,5174,5329,4885,5039,4943,4827,5039,4904,5020,5348,5368,5522,5792,6256,6989,7646,8496,9616,10156,11547,12280,13226,14520,15331,16104,16374,16065,15254,14675,14211,13999,14288,14752,15601,16297,17610,19232,20313,22109,23171,24020,25102,25681,26029,26724,26608,26646,25951,25063,23789,21317,19000,16412,14829,14211,14443,15852,17532,19077,19811,20236,20158,20081,19907,19116,19096,18305,17687,16972,16181,15679,15138,14829,14597,13979,13477,13207,12782,12744,12203,11894,11624,10774,10233,9577,8689,8032,7337,6874,6642,6565,6449,6487,6410,6758,6410,6449,6584,6661,6681,6912,6681,6796,6970,6989,7298,6854,6989,7028,6758,6777,6487,6275,6294,5966,5908,5927,5831,5908,5831,5792,5580,5425,5329,5406,5252,5039,4943,4904,4981,4634,4634,4653,4402,4402,4363,3997,4209,3939,3939,3784,3514,3552,3301,3089,3147,2,8.4,4.9,lado 1
714,830,888,753,849,695,695,926,695,695,656,598,656,598,617,772,637,617,656,521,753,714,810,1004,1197,1486,1930,2046,2664,3359,3939,4672,4981,5425,5619,5696,5870,5812,5715,5754,5329,5271,5271,5348,5831,6043,6449,6874,7183,7781,8129,8399,8940,9307,9461,9751,9828,9886,10156,9809,10195,10002,10079,10176,9847,9828,10214,10369,10774,10736,11276,11411,12029,12435,13014,13516,14404,15196,15891,16915,17571,18073,18884,19946,20448,21143,21587,21858,21935,21491,22283,21896,22012,21394,21085,20564,19502,19077,18266,17030,16683,15698,15003,14655,14134,13014,12396,11431,11083,10793,10890,11276,11160,11353,11431,11238,11353,11006,10542,10736,10098,10002,10060,9500,9345,9017,8689,8650,8380,8071,8071,7549,7337,6912,6738,6410,5870,5715,5792,5599,5483,5483,5368,5425,5059,5097,5097,4885,5116,4846,4962,5290,5329,5773,6043,6449,6989,7530,8515,9596,10349,11334,12396,13323,14520,15312,16065,16412,16297,15428,14636,14115,14057,14173,14887,15852,16683,17957,19502,20429,22321,22997,24040,25198,25700,26029,26820,26434,26318,25797,24542,23827,21356,19135,16509,14906,14134,14559,15833,17764,19251,19637,20390,20158,20332,19830,19541,18903,18285,17571,17339,16297,15833,15138,14655,14597,13864,13632,13632,12917,12802,12300,11778,11662,10813,10272,9442,8573,8013,7260,7028,6719,6449,6526,6449,6449,6758,6584,6449,6681,6681,6603,6874,6738,6989,7067,7086,7298,6893,7202,7009,6835,6835,6507,6410,6333,5985,5947,6024,5908,6121,5985,5638,5638,5483,5290,5329,5213,5097,4981,4943,5116,4692,4692,4711,4421,4421,4363,4093,4209,3784,3939,3823,3552,3688,3282,3147,3186,2,8.4,4.9,lado 1
772,810,830,637,849,810,772,849,675,637,675,617,637,637,540,695,559,598,617,579,810,772,1100,1370,1621,2124,2703,3128,3977,4943,5812,6738,7105,7588,7897,7665,7916,7685,7453,7511,6970,6700,6719,6893,7530,7704,8264,8747,9268,9809,10465,10909,11431,11855,11817,12435,12280,12435,12744,12300,12609,12744,12609,12666,12300,12551,12744,13168,13593,13555,13844,14211,14617,15235,16142,16451,17610,18305,19077,20236,20854,21626,22495,23557,24329,24947,25411,25816,26029,25720,26453,25739,26106,25816,25179,24638,23596,22958,21935,21008,20429,19618,18768,17841,17243,16219,15080,14288,13979,13516,13593,14134,13979,14404,14559,14018,14250,13844,13516,13786,12840,12821,12512,11991,11624,11431,11083,11044,10446,10369,10137,9365,9191,8592,8245,7955,7492,7183,7337,7086,7144,6893,6874,6989,6584,6526,6661,6333,6565,6526,6738,6970,7028,7279,7723,8187,9056,9886,11044,12280,12898,14327,15524,16451,17861,18691,19077,19541,18923,17783,16857,16142,15833,15698,15910,17088,17629,18691,20158,20931,22630,23962,24580,25681,25990,26337,26666,26492,26434,25642,24909,23711,21394,18691,16393,14713,14057,14520,15910,17629,19193,19695,20158,20120,20081,19695,19000,18768,18015,17610,16992,16084,15601,15080,14771,14404,13979,13593,13323,12705,12628,12126,11682,11508,10427,10118,9461,8650,7974,7279,6874,6603,6487,6333,6449,6275,6681,6603,6275,6526,6565,6487,6874,6681,6835,6912,6893,7105,6912,6777,6758,6738,6565,6487,6217,6121,5908,5966,5773,5908,6024,5947,5619,5580,5329,5329,5406,5136,5194,4885,4711,4904,4672,4750,4634,4344,4441,4248,4054,4132,3997,3803,3707,3437,3533,3243,3089,2954,2,8.4,4.9,lado 2
830,868,868,772,868,849,733,849,733,714,637,695,695,675,540,810,695,656,733,540,849,965,1100,1428,1757,2355,2819,3089,4016,4981,5966,6661,7202,7627,7549,7858,7858,7839,7646,7356,7047,6951,6932,7028,7704,7916,8399,9036,9210,10060,10600,10987,11566,11933,11817,12609,12357,12454,12898,12454,12917,12763,12512,12666,12666,12647,12860,12975,13458,13941,13922,13999,14713,15389,15930,16509,17532,18208,19096,20120,21047,21974,22572,23538,24329,25160,25526,26125,25971,25816,26415,26106,26067,25816,25353,24909,23518,23151,22012,21163,20641,19695,18730,18170,17223,16297,15389,14482,13941,13748,13883,14153,14308,14559,14288,14250,14308,13825,13632,13632,13168,12860,12821,12068,11875,11392,10967,11006,10658,10407,10079,9577,9461,8650,8380,8013,7569,7395,7337,7241,7105,7028,6989,7105,6681,6719,6584,6352,6796,6623,6738,7067,7067,7279,7916,8283,8998,9751,11180,12222,13033,14288,15312,16837,17687,18672,19347,19386,18942,17648,17069,16412,16104,15756,16200,16857,17919,18923,20255,21201,22900,23827,24889,25681,26029,26434,26955,26666,26434,25797,25218,23673,21549,19019,16451,14829,14173,14308,15833,17417,18903,19618,20332,20216,20236,19869,19019,18730,18170,17610,17166,16007,15659,15080,14771,14520,13941,13690,13400,12840,12589,12280,11604,11508,10736,10156,9480,8611,8071,7414,6989,6584,6526,6410,6526,6507,6603,6719,6565,6796,6565,6661,6989,6738,6989,7086,6912,7279,6912,7086,6874,6603,6719,6449,6314,6275,6101,6005,5889,5870,5754,5831,5734,5619,5541,5290,5541,5271,5136,4943,4943,5116,4672,4634,4730,4402,4518,4325,4093,4132,3939,3939,3765,3514,3552,3379,2973,3166,2,8.4,4.9,lado 2
772,868,965,772,926,772,772,907,772,810,753,656,675,714,579,791,675,656,695,579,849,926,1042,1428,1699,2239,2664,3243,3958,4943,5947,6623,7260,7492,7800,7878,8032,7839,7665,7260,7028,6932,6893,7028,7588,7974,8129,8805,9171,9886,10542,10890,11489,11933,12049,12357,12280,12589,12821,12551,12589,12512,12609,12686,12203,12551,12898,13168,13458,13458,13709,13941,14617,15370,16123,16779,17532,18266,19232,20043,20989,21877,22707,23673,24484,25102,25739,25739,25932,25623,26357,25874,26125,25546,25024,24580,23615,23209,21877,21008,20506,19347,18710,18015,17378,16142,15640,14520,13786,13786,13671,14076,14173,14559,14250,14134,14288,13941,13632,13593,12937,12821,12570,11682,12010,11508,10890,10987,10678,10137,10195,9654,9133,8592,8322,8071,7453,7337,7260,7105,7144,6989,6893,6835,6545,6642,6468,6545,6738,6565,6816,6932,7086,7492,7839,8341,9133,9693,10851,12203,12917,14288,15370,16915,17841,18807,19193,19676,18942,17938,16741,16007,15679,15717,16046,17030,17841,18768,20158,21105,23036,24040,24638,25720,25797,26337,26917,26666,26299,25874,24967,23653,21317,18884,16297,14713,14211,14250,15756,17552,19077,19695,20158,20158,19811,19695,18961,19039,18170,17474,16992,16007,15331,15041,14906,14617,13902,13671,13265,12666,12512,12357,11740,11527,10600,10137,9345,8669,7897,7414,6758,6719,6545,6333,6468,6410,6642,6526,6468,6526,6661,6642,6874,6719,7047,6874,7047,7183,6989,6893,7028,6835,6816,6526,6333,6256,6043,5889,5773,5831,5754,5908,5657,5541,5348,5348,5290,5232,5174,5020,4865,5039,4672,4634,4634,4402,4518,4363,4016,4209,3861,3900,3900,3475,3649,3263,3050,3070,2,8.4,4.9,lado 2
810,849,868,733,849,733,733,946,695,714,695,637,714,656,540,772,579,617,695,559,830,868,1023,1428,1699,2201,2626,2935,3861,4750,5715,6681,6874,7337,7530,7588,7762,7549,7298,7318,6912,6854,6738,6932,7492,7607,8032,8554,8998,9365,10098,10407,10871,11295,11508,11682,11817,12010,12106,11740,12126,11643,11971,12010,11662,11682,12049,12049,12280,12551,12628,12840,13053,13690,14404,14926,15601,16239,17166,18034,18536,19541,20545,21201,21858,22456,23113,23209,23576,23402,23576,23325,23209,23171,22591,22109,20873,20583,19347,18575,18112,17146,16528,15910,15177,14250,13535,12609,12222,11933,11855,12319,12493,12705,12570,12010,12435,12106,11778,11759,11218,11199,10987,10465,10272,9847,9480,9577,9075,8940,8824,8303,8032,7569,7260,6951,6565,6352,6352,6043,6256,6178,6178,6063,5754,5870,5908,5676,5773,5734,5773,6121,6043,6449,6681,7163,7646,8496,9461,10427,11276,12357,13323,14559,15679,16586,17030,17359,17301,16104,15563,14984,14790,15157,15544,16606,17648,18691,20467,21472,23113,24503,25739,26569,27052,27284,28114,27998,27670,27129,26434,24658,22418,20043,17108,15370,14906,15370,16876,18479,20158,21047,21240,21240,21201,21085,20545,20158,19405,18633,17957,17185,16528,16161,15524,15408,14752,14462,14250,13555,13381,13014,12396,12280,11392,10716,9886,9036,8515,7723,7144,7028,6777,6758,6835,6835,7047,6951,6932,6989,7028,7105,7260,7260,7202,7414,7453,7723,7356,7492,7337,7183,7144,6854,6835,6526,6430,6314,6314,6236,6410,6314,5947,6063,5754,5676,5715,5580,5425,5387,4981,5425,5020,5039,4943,4595,4730,4595,4383,4479,4112,4016,4054,3803,3746,3437,3282,3282,2,8.4,4.9,tallo
753,810,888,675,868,656,656,849,733,656,695,559,617,656,559,753,540,598,598,502,907,849,1023,1313,1641,2008,2606,2896,3784,4672,5638,6449,6796,7260,7588,7530,7723,7530,7414,7183,6912,6738,6700,6951,7414,7627,7955,8534,8998,9654,9963,10349,10890,11160,11295,11624,11682,11778,12126,11933,12300,11855,11933,11798,11624,11662,11933,12087,12222,12435,12551,12763,13168,13767,14520,14771,15389,16297,16934,17996,18884,19560,20545,21047,21935,22476,23094,23402,23402,23171,23557,23325,23480,22649,22244,22031,20931,20429,19309,18305,17764,17088,16451,15833,15041,14134,13439,12435,12010,11836,12049,12280,12473,12512,12454,12203,12300,12087,11682,11701,11160,10736,10851,10349,10233,9963,9326,9500,9152,8805,8843,8418,8013,7434,7356,7028,6584,6314,6275,6101,6121,5985,6024,6178,5676,5812,5619,5619,5927,5792,5927,6198,6101,6256,6584,7028,7723,8438,9171,10349,11044,12280,13246,14617,15582,16451,17146,17339,17088,16393,15389,15138,14868,15061,15621,16297,17397,18691,20274,21723,23113,24271,25256,26724,27226,27361,27979,27902,27573,27129,26183,24658,22476,19869,17146,15486,14984,15293,16606,18749,19772,20776,21394,21394,21259,21027,20313,20236,19000,18633,18073,16934,16374,15988,15582,15235,14752,14346,14057,13632,13362,12995,12512,12338,11469,10755,9925,8940,8399,7607,7105,7028,6874,6681,6874,6642,6989,6951,6835,6951,6951,6951,7414,7202,7298,7356,7492,7646,7337,7395,7298,7202,7105,6951,6719,6565,6430,6294,6256,6333,6333,6275,5966,6101,5754,5638,5715,5348,5425,5174,5155,5406,4808,5020,4943,4460,4692,4711,4286,4441,4093,4035,3939,3533,3746,3437,3205,3186,2,8.4,4.9,tallo
810,965,965,695,888,830,733,868,695,772,733,656,695,733,617,753,579,695,695,559,810,868,1042,1332,1679,2066,2626,2896,3803,4750,5812,6642,6758,7337,7627,7743,7762,7723,7337,7260,6854,6623,6932,7028,7492,7762,7974,8515,8998,9461,10156,10427,10987,11160,11489,11778,11624,11971,11971,11894,12203,11952,11933,11817,11604,11604,11778,11933,12280,12396,12415,12686,13111,13825,14366,14752,15795,16161,17050,18112,18788,19560,20429,21259,21819,22437,23074,23248,23422,23267,23827,23248,23460,22900,22283,22186,21047,20467,19734,18382,17996,16972,16470,16104,15099,14173,13362,12435,12319,11855,11952,12338,12377,12551,12493,12203,12280,11971,11740,11798,11315,10909,11122,10311,10233,9693,9461,9654,9152,8998,8998,8148,8032,7685,7318,7105,6565,6314,6449,6333,6256,6198,6159,6121,5985,5947,5927,5734,5889,5599,5947,6140,6043,6314,6796,6951,7800,8418,9403,10600,10948,12338,13362,14482,15544,16528,17050,17532,17166,16239,15370,14829,14887,15177,15698,16760,17474,18845,20448,21549,23557,24407,25314,26511,26955,27110,27766,27882,27593,26975,26048,24754,22398,19927,17166,15640,14906,15273,16837,18594,20429,20912,21838,21201,21356,20699,20255,20062,19193,18730,17957,17127,16741,15910,15679,15312,14636,14443,14173,13497,13593,12898,12396,12261,11373,10581,10040,8959,8476,7665,7279,7047,6700,6681,6893,6796,6912,6893,6893,7144,7028,7125,7356,7105,7298,7492,7492,7762,7260,7492,7414,7144,7202,7028,6719,6719,6333,6314,6140,6333,6217,6256,6005,6043,5657,5638,5734,5503,5387,5329,5116,5232,5001,4981,4788,4614,4730,4672,4363,4460,4093,4132,4054,3784,3861,3552,3243,3282,2,8.4,4.9,tallo
772,888,926,714,984,849,830,926,772,733,772,656,714,695,656,772,695,695,714,598,965,1042,1235,1795,2394,3166,3958,4557,5812,7298,8824,10137,10774,11701,12126,12589,12975,12917,12782,12628,12531,12589,12840,13207,14308,14945,15756,16779,17417,18324,19154,19811,20931,21819,22340,23480,23557,24407,25024,24407,24522,24291,24213,24136,24291,24561,24793,25565,26125,26009,25951,26029,26415,26646,27148,27033,27670,27651,28191,28964,29234,30045,30817,31590,32825,33559,34447,34988,35085,35220,35934,35606,36031,36069,35992,35992,35316,35065,34447,33559,33752,32613,32227,31744,31010,29620,28693,27033,26492,25990,26762,27921,28172,29041,28886,29350,29581,29427,29118,29504,28481,28655,28268,27419,26955,26337,25758,25720,25024,25102,25275,24329,23866,23132,22476,21935,21684,21105,20931,21201,21665,22012,22398,22321,22128,22205,22321,21974,22476,21935,22186,22630,22012,21780,21414,21259,21819,22051,22804,23653,23480,24445,24793,25256,25720,26222,25971,25604,24329,21703,20004,18150,17455,17030,17069,17301,17803,18923,20255,20641,22398,23094,23905,25024,25198,24870,25681,25295,25295,24580,23711,22553,20545,18015,15601,13825,13304,13477,14675,16606,17841,18942,19232,19232,19347,18923,18150,18150,17320,16760,16239,15331,14675,14231,14076,13864,13130,12975,12744,12126,12126,11624,11180,10851,10060,9538,9152,8187,7492,6989,6391,6294,6178,6178,6217,5966,6333,6140,6101,6256,6256,6333,6526,6507,6565,6719,6603,7047,6758,6681,6603,6584,6642,6256,6043,6024,5676,5812,5676,5754,5792,5676,5483,5406,5213,5155,5194,5059,5020,4711,4634,4885,4672,4557,4557,4209,4402,4248,3900,4016,3707,3784,3784,3379,3417,3205,2935,2973,2,8.3,4.99,inferior
926,907,926,772,965,849,714,965,753,772,695,714,695,617,656,733,733,656,733,617,946,1042,1332,1815,2413,3205,3958,4518,5831,7183,8959,10349,11160,11894,12280,12840,13111,13207,12975,13130,12666,12666,13072,13477,14520,15061,16161,16683,17861,18479,19850,20622,21317,22553,22785,24020,24098,24851,25488,24967,25179,24793,24793,25102,24580,25102,25275,26434,26646,26646,26820,26608,27033,27264,28056,27882,28365,28191,28964,29697,30122,30663,31899,32690,33289,34332,35143,35606,35703,35838,36996,36649,37479,37247,36842,36996,36069,36089,35297,34776,34467,33752,33134,32594,31744,30586,29273,27882,27264,27033,27651,28365,29060,29427,29736,30006,30508,30373,29910,29890,29427,29388,29157,28288,27882,27033,26337,26337,25816,25565,26029,24967,24638,23422,23248,22553,22283,21974,21626,22012,22283,22630,23171,22900,22785,23016,22785,22418,23094,22785,22958,22862,22630,22418,22109,22031,22283,22476,23267,24329,24136,25565,25584,26337,26801,27052,26646,26202,24870,22244,20313,18942,17841,17069,17146,18112,18401,19251,20583,21549,22939,23885,24754,25720,25720,26029,26415,26048,26048,25372,24484,23248,21085,18479,15833,14211,13902,14057,15370,17088,18401,19251,19695,19695,19695,19541,18845,18536,17957,17088,16721,15505,15215,14771,14443,14057,13284,13381,12995,12454,12203,11991,11508,11353,10542,9963,9422,8418,7723,7105,6738,6487,6314,6256,6256,6275,6526,6352,6352,6565,6352,6623,6642,6565,6681,6874,6970,7047,6796,6796,6835,6719,6796,6487,6294,6217,5908,5754,5831,5792,5754,5657,5561,5522,5406,5329,5483,5174,5097,4750,4808,5039,4634,4672,4518,4441,4479,4325,4112,4248,3939,3900,3861,3552,3591,3243,3128,3186,2,8.3,4.99,inferior
830,926,1042,830,965,926,791,946,830,888,753,656,772,849,656,830,656,733,810,675,965,1081,1428,1873,2490,3224,3842,4499,5966,7356,8998,10369,11160,11778,12570,13014,13207,13400,13149,13149,12705,12782,13033,13632,14829,15447,16104,17108,17648,18981,19753,20390,21394,22340,23132,23827,24252,24580,25121,24754,25275,24986,25102,24812,24658,25063,25681,25990,26704,26762,26608,26453,26955,27457,27979,27824,28365,28384,29137,29832,30315,30759,31783,32516,33868,34389,35258,35780,35876,35954,37035,36842,37344,36938,36649,36919,35915,35587,35007,34177,34563,33598,33231,32516,31918,30566,29524,27844,27245,26627,27284,28230,29330,29736,30045,30141,30219,30083,30006,30199,29504,29524,29137,28037,27689,27226,26415,26511,25584,25565,25990,24889,24445,23653,22920,22727,22070,21761,21858,22012,22398,22591,23113,22939,22958,23151,22920,22707,22804,22727,22649,22900,22746,22147,21974,21780,22302,22649,23383,24252,24484,25179,25546,26357,26685,27013,26569,26299,24677,22553,20467,18807,17687,17417,17378,17861,18459,19425,20796,21723,23132,23576,24696,25526,25990,25816,26434,26318,25990,25372,24503,23267,20815,18266,16142,14211,13690,13941,15312,17166,18305,19251,19637,19579,19714,19347,18575,18633,17880,16992,16837,15563,15235,14868,14501,14037,13786,13381,12898,12609,12473,11913,11566,11334,10542,9963,9307,8496,8032,7221,6642,6603,6449,6159,6391,6178,6526,6468,6430,6526,6391,6545,6951,6603,6816,6932,6816,7144,6854,6989,6951,6661,6681,6468,6256,6178,6043,6043,5870,5850,5908,5850,5599,5754,5406,5348,5561,5232,5097,4885,4943,5155,4672,4672,4653,4383,4460,4383,4054,4248,4016,3997,3746,3572,3707,3263,3166,3147,2,8.3,4.99,inferior
