0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291
830,810,849,656,810,733,695,849,579,675,675,579,579,579,559,656,540,598,637,502,791,849,1023,1274,1699,2317,2799,3243,4286,5425,6487,7511,8129,8592,8998,9114,9461,9500,9133,8998,8573,8515,8650,8747,9500,9886,10620,11160,11836,12531,13072,13786,14288,14675,14829,15524,15621,15988,16239,15910,16316,16142,15852,15795,15679,15988,16297,16470,16837,16837,16837,16934,17474,17841,18324,18614,19850,19811,20776,21665,22031,23055,23827,24658,25488,26106,26608,27264,27226,27226,27998,27670,28056,27844,27535,27226,25990,25353,24658,24020,23576,22495,22089,21877,20467,19618,18730,17532,17069,16528,16721,17687,17841,18266,18305,18150,18382,17996,17532,17861,17223,17146,16760,15910,15930,15601,15080,15003,14829,14308,14366,13671,13284,12686,12357,11894,11508,11122,10967,10736,11044,10987,10967,11160,10678,10697,10639,10446,11064,10504,10581,10755,11044,11064,11160,11604,12357,13033,13902,15235,15756,17069,17783,18768,19714,20332,20796,20661,20081,18536,17088,16142,15544,15601,15756,16606,17146,18228,19463,20467,22031,23094,24020,25063,25256,25102,25874,25565,25720,24658,24252,22862,20622,18015,15544,13825,13632,13786,15235,17069,18228,19154,19502,19541,19405,18942,18382,18479,17378,17088,16451,15524,15022,14655,14366,13979,13593,12975,12898,12126,12145,11913,11353,11122,10369,9731,9210,8283,7472,6989,6487,6275,6256,6121,6063,6159,6487,6236,6256,6410,6275,6352,6719,6642,6642,6874,6738,7337,6738,6796,6951,6584,6642,6333,6333,6178,5908,5870,5792,5812,5908,5734,5638,5657,5329,5348,5406,5174,5020,4943,4808,5039,4557,4479,4634,4267,4325,4363,4132,4112,3939,3823,3784,3398,3552,3147,3031,3012,2,9.4,5.3,inferior
695,849,868,656,868,772,656,868,656,714,559,579,598,617,559,714,617,617,656,463,849,888,1042,1428,1718,2278,2857,3359,4228,5329,6526,7569,8071,8592,9056,9152,9365,9345,9287,9191,8650,8380,8689,8824,9616,9925,10658,11122,11740,12512,13130,13535,14134,14597,15003,15447,15698,15852,16142,15833,16451,16219,16065,16123,15717,16065,16142,16528,16837,16779,16934,16992,17243,17841,18556,18942,19560,19850,20776,21703,22244,22939,23866,24793,25411,26337,26897,27284,27380,27110,28191,27535,28037,27515,27342,27226,26029,25507,24658,23827,23711,22591,21723,21549,20796,19656,18575,17590,17030,16528,16915,17397,17861,17996,18401,18170,18324,17996,17687,17648,17378,17166,16934,16374,16142,15370,15003,15080,14559,14443,14288,13748,13593,12609,12222,11817,11508,11044,11064,10813,11064,11044,11218,11160,10755,10813,10581,10542,10755,10581,10658,10890,10851,10929,11295,11662,12705,12917,14153,15177,15698,16915,17996,18768,19695,20622,20622,20854,20023,18536,17223,16065,15544,15601,15795,16412,17146,18150,19560,20313,22186,23055,23943,24715,25179,25430,25990,25739,25584,25024,24252,22804,20390,18401,15524,14057,13516,13825,15215,16915,18479,19077,19541,19541,19232,19232,18421,18305,17532,16915,16451,15370,15061,14617,14250,13941,13593,13168,12975,12203,12087,11778,11508,11276,10446,9693,8920,8264,7511,6835,6526,6410,6314,6101,6256,6024,6333,6217,6101,6430,6372,6410,6758,6565,6719,6874,6719,7047,6796,6951,6835,6661,6565,6372,6101,6101,5908,5908,5792,5754,5908,5792,5715,5580,5310,5252,5445,5116,5116,4962,4808,4981,4711,4672,4634,4325,4402,4402,4093,4093,3881,3861,3688,3340,3533,3243,3050,3031,2,9.4,5.3,inferior
791,888,888,733,888,772,753,907,733,733,714,637,675,675,598,714,598,656,695,540,907,849,984,1313,1679,2124,2664,2915,3861,4788,5908,6719,7163,7434,7839,7916,7994,7916,7549,7511,6989,6874,6912,7086,7549,8032,8418,8959,9403,10079,10678,11141,11585,11991,12145,12705,12609,12570,13072,12686,13111,12840,12956,13072,12724,12879,13130,13226,14076,13883,14115,14520,14964,15621,16374,16741,17783,18421,19077,20371,21008,21761,22649,23847,24213,25353,25584,25758,25720,25874,26492,26125,26280,25797,24947,24715,23653,23345,22031,21047,20352,19425,18710,18170,17397,16335,15254,14308,13844,13439,13632,14115,14153,14462,14559,14462,14269,14095,13516,13535,13072,12898,12763,11991,11971,11508,11064,11218,10639,10427,10253,9809,9403,8669,8476,8225,7569,7453,7241,7279,7183,7144,7183,7067,6796,6700,6661,6487,6874,6738,6816,7125,7183,7492,7858,8418,9345,9944,10948,11933,12898,14288,15273,16412,17166,18266,18633,19000,18517,17552,16181,15795,15524,15717,15756,16625,17687,18768,20429,21394,23151,24310,24889,25855,26859,26704,27322,27399,27245,26357,25546,24252,21954,19347,16567,14713,14366,14906,16142,17899,19116,20004,20545,20757,20680,20352,19425,19193,18421,17957,17204,16606,15891,15486,15099,14829,14231,13979,13574,13072,12744,12551,11952,11624,10813,10253,9654,8747,8206,7260,6951,6642,6526,6507,6526,6430,6681,6738,6487,6738,6738,6796,7086,7067,7086,7144,7279,7298,7105,7105,7202,6989,6932,6738,6603,6545,6275,6159,6121,6063,6082,6005,5985,5850,5503,5406,5541,5387,5348,5136,4885,5174,4672,4750,4730,4383,4557,4518,4190,4286,4016,4035,3900,3610,3746,3282,3186,3128,2,9.4,5.3,lado 1
772,772,810,656,868,714,656,849,675,695,675,540,617,617,502,637,540,559,617,463,772,772,965,1332,1621,2046,2568,2935,3861,4865,5831,6681,7047,7395,7723,7878,7955,8013,7569,7472,7067,6989,7047,7028,7723,7762,8380,8998,9307,10118,10620,11199,11585,12087,12280,12435,12357,12821,12782,12821,13053,12821,12898,12744,12782,12782,13130,13362,13902,14018,14211,14443,15003,15563,16297,16876,17726,18305,19309,20313,20931,21703,22630,23673,24368,24889,25488,25797,25835,25720,26260,25874,26106,25797,24870,24561,23557,22804,22031,20854,20352,19386,18710,18073,17359,16412,15408,14366,13902,13535,13632,14057,14250,14404,14404,14231,14288,13825,13690,13593,13053,12840,12666,12087,11971,11469,11122,11218,10851,10504,10253,9616,9345,8805,8341,8109,7646,7279,7337,6989,7183,7144,7183,6989,6738,6681,6603,6449,6796,6487,6719,7105,7028,7414,7878,8225,9075,9867,11006,12049,12821,14134,15215,16451,17301,18170,18614,19077,18691,17378,16316,15756,15215,15447,15756,16702,17532,18730,20313,21240,23267,23866,25295,25951,26724,26955,27052,26994,26955,26337,25411,24098,22109,19386,16760,14829,14095,14675,15988,17919,19116,20313,20699,20641,20255,20274,19386,19541,18382,17841,17243,16451,16026,15486,15003,14694,14153,13825,13439,13053,12821,12280,11836,11662,10929,10427,9693,8650,7955,7221,6893,6893,6584,6507,6623,6565,6661,6642,6565,6661,6681,6893,6989,6835,6989,7028,7202,7376,7028,7105,7221,6893,6874,6719,6487,6565,6236,6024,5870,6043,6217,5908,5947,5889,5561,5503,5580,5406,5213,5194,4943,5252,4788,4885,4711,4267,4653,4441,4209,4286,3939,3958,3746,3572,3591,3398,3108,3243,2,9.4,5.3,lado 1
810,849,926,695,888,830,714,926,733,695,810,695,656,656,579,733,559,656,714,559,849,849,1004,1313,1641,2201,2664,3089,3939,4750,5947,6796,7105,7492,7762,7955,8071,7878,7511,7492,7105,6951,7067,6989,7646,7839,8264,8959,9422,10195,10697,11006,11469,12049,12126,12666,12435,12821,13014,12628,13284,13014,12705,13053,12821,12840,12975,13323,13786,13825,13979,14366,14984,15640,16219,16760,17841,18305,19116,20236,20931,21703,22707,23518,24484,24793,25797,26029,25797,25739,26434,25797,26183,25797,25024,24947,23576,22862,21974,21085,20699,19251,18633,18073,17339,16142,15447,14404,13844,13555,13516,14057,14076,14327,14443,14134,14327,14018,13671,13555,13168,13014,12937,12010,12145,11431,11083,11006,10736,10427,10233,9654,9384,8843,8515,8225,7646,7414,7414,7221,7260,7144,7105,7144,6835,6796,6758,6681,6719,6565,6719,7028,7241,7376,7955,8341,9075,9886,11044,12049,12937,13979,15177,16219,17494,18401,18845,18884,18652,17378,16451,15679,15389,15447,15833,16721,17532,18942,20255,21356,23171,23866,25256,26106,26724,26666,27226,27419,26994,26415,25565,24213,21819,19232,16760,15061,14617,14868,15988,17919,19270,20120,20738,20622,20622,20158,19579,19425,18536,17783,17262,16412,16142,15370,15080,14771,14018,13864,13516,13111,12840,12396,12049,11662,10736,10465,9616,8727,8109,7376,6989,6796,6565,6372,6565,6372,6893,6642,6584,6796,6719,6835,7144,6835,7028,7183,7260,7492,7144,7183,7144,6989,7028,6661,6526,6410,6256,6140,6140,5947,6256,6101,5947,5812,5561,5522,5638,5483,5329,5078,5020,5213,4788,4923,4711,4518,4595,4557,4228,4305,4016,4112,3900,3707,3784,3475,3282,3166,2,9.4,5.3,lado 1
733,810,849,675,849,733,714,888,695,733,656,598,656,637,617,733,559,753,617,463,695,695,772,907,1119,1313,1583,1776,2394,3050,3977,4788,5194,5927,6468,6989,7453,7511,7434,7704,7434,7627,7974,8167,9210,9673,10427,11353,11836,12860,13671,14211,14984,15679,15910,16625,16857,17088,17803,17262,17861,17474,17610,17532,17069,17494,17648,18228,18247,18498,18382,18421,18923,19193,19830,20081,20661,20931,21568,22553,23383,23827,24638,25507,26492,27033,27361,28153,27959,28153,28577,27824,28153,27612,27264,27033,25720,25275,24561,23673,23827,22186,21742,20796,20158,19077,18170,16915,16625,16297,16297,17146,17281,17378,17841,17204,17532,17223,16876,17069,16412,16528,16104,15640,15235,14694,14269,14308,13671,13748,13362,12860,12609,11855,11682,11160,10620,10233,10195,10040,10465,10407,10311,10504,10195,10233,10118,9963,10369,10060,10272,10600,10349,10427,10774,11083,11585,12300,13130,13864,14617,15756,16432,17378,18228,18768,19309,19309,18884,17378,16335,15408,14984,15080,15447,16451,16760,18266,19850,20641,22012,23402,24407,25198,25507,26048,26608,26299,26048,25720,24658,23673,21394,18652,15988,14443,13979,14269,15679,17243,18652,19637,19946,19927,19579,19927,19039,18768,17861,17262,16953,15852,15486,15003,14906,14520,13844,13323,13207,12666,12666,12049,11662,11353,10542,9963,9326,8380,7936,7202,6758,6565,6430,6217,6333,6217,6430,6410,6333,6526,6333,6719,6912,6603,6661,6932,6912,7047,6835,6893,7028,6661,6719,6410,6352,6410,5927,5908,5850,5754,5889,5850,5754,5696,5445,5503,5425,5136,5136,4981,4923,4885,4711,4769,4692,4363,4518,4267,4016,4190,4054,3861,3823,3475,3572,3282,3089,3050,2,9.4,5.3,lado 2
753,849,810,695,849,791,695,810,675,714,617,617,637,617,559,772,617,617,579,386,772,695,733,965,1004,1332,1621,1892,2355,3089,3861,4711,5174,5908,6449,6912,7492,7414,7492,7685,7723,7897,7955,8264,9307,9731,10388,11083,12087,12821,13671,14288,14984,15601,16065,16799,16876,17417,17764,17301,17957,17455,17494,17764,17223,17243,17861,18150,18305,18421,18479,18652,18788,19193,19927,20352,20931,21027,21974,23055,23325,23943,24870,25720,26337,27187,27457,28114,28114,27651,28423,27979,28075,27921,27187,26994,25797,25604,24368,23866,23345,22051,21510,21124,20313,19039,18073,17088,16412,16258,16412,17069,17320,17783,17455,17301,17494,17223,17011,16953,16451,16374,16142,15447,15254,14752,14404,14288,13864,13439,13439,12975,12435,11740,11527,11083,10658,10388,10233,10272,10349,10427,10581,10504,10233,10465,10388,10040,10427,10233,10272,10620,10581,10658,10967,11044,11585,12126,13053,13902,14675,15524,16412,17378,18073,18923,19077,19347,18614,17301,16374,15563,15003,14984,15215,16335,16953,18015,19386,20506,22321,23402,24252,25333,25720,25913,26840,26415,26067,25874,24677,23673,21163,18710,16374,14308,13786,14211,15601,17417,18865,19618,20197,19965,20081,19695,19077,18556,17841,17494,16915,15756,15601,15003,14752,14520,13786,13555,13246,12628,12589,12010,11662,11295,10658,10176,9461,8380,7878,7105,6719,6526,6449,6178,6256,6198,6603,6468,6449,6565,6372,6603,6874,6796,6835,7028,7067,7163,6951,7028,6912,6719,6796,6603,6294,6217,6024,6024,6024,5792,5889,5870,5754,5754,5503,5329,5503,5213,5329,5097,4943,5174,4653,4750,4711,4421,4595,4441,4132,4248,4016,3939,3784,3572,3591,3340,3031,3031,2,9.4,5.3,lado 2
772,810,849,656,868,810,637,888,733,772,695,656,617,675,617,810,579,617,656,502,791,753,675,946,1081,1235,1621,1776,2432,3128,3900,4634,5174,5889,6565,6932,7607,7530,7723,7723,7511,7858,8225,8534,9422,9828,10600,11276,12049,12937,13883,14288,15022,15601,15988,16490,16779,17474,17532,17417,17880,17706,17610,17590,17281,17474,17841,18112,18228,18305,18536,18459,18807,19174,19734,20274,20892,21163,21858,22553,23113,24020,24947,25720,26337,27148,27670,27902,28037,28114,28462,27824,28423,27689,27419,27187,25951,25526,24484,23673,23209,22244,21742,21124,20332,19077,18189,17069,16374,16297,16528,17339,17185,17455,17610,17378,17610,17339,16934,17223,16528,16219,16161,15524,15370,14752,14366,14404,13960,13516,13613,12628,12666,11971,11489,11044,10427,10465,10349,10137,10388,10388,10697,10658,10388,10311,10214,10233,10311,10156,10369,10581,10446,10581,10967,11122,11759,12184,12975,14095,14829,15679,16374,17474,18575,18845,19502,19193,18923,17610,16297,15486,15370,15003,15640,16393,17030,18112,19502,20641,22109,23460,24329,25333,25874,26260,26589,26589,26415,25681,24870,23557,21549,18942,16451,14443,13748,14134,15370,17378,18730,19850,20197,20332,20158,19695,18961,18845,17996,17339,16876,15949,15601,15080,14597,14327,13748,13381,13226,12512,12377,12203,11450,11315,10504,9982,9384,8611,7762,7202,6835,6526,6275,6275,6372,6217,6642,6449,6487,6487,6545,6835,6951,6603,6874,6874,6932,7183,7105,6874,7009,6816,6719,6565,6372,6352,5985,6121,5947,5792,5966,6024,5754,5657,5561,5503,5541,5252,5290,4981,4788,5174,4672,4711,4576,4325,4518,4421,4248,4248,3977,3861,3707,3552,3649,3301,3128,3128,2,9.4,5.3,lado 2
810,849,946,753,946,810,810,965,753,810,810,656,733,656,656,810,617,637,656,598,772,772,810,965,1119,1313,1718,1815,2490,3089,3688,4518,4923,5561,6178,6391,6951,6932,7067,7105,7105,7183,7453,7665,8515,8882,9616,10349,11180,11566,12647,13072,13709,14520,14694,15447,15370,15795,16470,16142,16606,16219,16451,16181,16297,16219,16760,16876,16992,17223,17069,17301,17455,17899,18845,18884,19772,19811,20506,21085,21665,22591,23132,24194,24735,25546,26125,26337,26820,26337,26820,26337,26762,26299,25797,25720,24310,24020,23209,22476,22167,21008,20255,19907,19193,18266,17359,16142,15582,15177,15177,15968,16084,16548,16470,16451,16760,16528,16219,16161,15544,15563,15293,14675,14636,13902,13671,13593,13246,13014,12898,12261,12087,11353,10929,10774,10021,9944,9731,9731,9616,9886,9963,9982,9693,9731,9751,9577,9828,9809,9731,10118,10040,10291,10465,10793,11180,11701,12628,13458,13922,15196,15988,16876,17648,18459,18691,18768,18421,16683,15872,15061,14771,14675,14926,15852,16374,17764,19174,20313,21684,23016,23943,24870,25391,25526,26202,25893,25990,25353,24503,23345,21085,18479,16104,14288,13883,14192,15235,17127,18710,19521,20023,19637,19811,19811,18923,18594,17803,17281,16953,15988,15350,14868,14559,14134,13825,13439,13130,12609,12628,11933,11276,11508,10504,9867,9345,8438,7839,7105,6796,6526,6256,6217,6410,6275,6623,6487,6352,6487,6526,6661,6874,6777,6816,7144,6989,7337,6951,6989,6912,6719,6603,6584,6430,6294,6121,6101,6005,5966,6082,5870,5754,5657,5406,5445,5503,5213,5290,4981,4923,5097,4634,4711,4692,4479,4518,4421,4093,4093,4016,3900,3726,3514,3668,3359,3243,3031,2,9.4,5.3,tallo
714,733,849,637,810,733,695,830,617,714,617,617,656,637,540,675,521,502,598,405,733,675,714,926,1042,1313,1602,1757,2375,2935,3591,4363,4981,5464,5947,6333,6796,6835,7028,6912,6874,6874,7183,7511,8418,8843,9442,10311,10697,11527,12261,12898,13593,14095,14520,14926,15215,15524,16104,15795,16239,16142,16142,16104,15737,16219,16451,16702,16876,16799,17069,17223,17455,17919,18421,18768,19463,19695,20467,20950,21472,22476,23094,24098,24580,25430,25990,26337,26357,26569,26955,26125,26801,26453,25681,25565,24252,23962,23171,22283,21819,20931,20236,19850,18768,18266,17030,16065,15563,15235,15447,15833,16219,16606,16393,16355,16451,16451,15988,16142,15544,15215,15177,14520,14559,13902,13535,13516,12898,12898,12744,12203,11740,11160,10813,10504,10156,9731,9751,9461,9809,9731,9886,9731,9596,9538,9616,9461,9577,9500,9712,9886,9886,9963,10427,10504,11141,11682,12512,13516,13825,15003,15698,16721,17610,18479,18479,18614,17919,16953,15717,14868,14597,14752,15022,15679,16451,17571,19193,20236,21626,22785,24098,24870,25372,25275,25874,25874,25874,25372,24503,23113,20776,18633,15910,14288,13671,13999,15408,17223,18575,19232,19927,19637,19463,19251,18633,18459,17861,17088,16625,15833,15215,14559,14366,14115,13323,13168,12821,12531,12145,11759,11508,11122,10349,9963,9268,8380,7646,7028,6642,6430,6256,6236,6256,6217,6352,6333,6256,6294,6294,6526,6796,6565,6816,6796,6874,7298,6874,6989,6970,6565,6642,6391,6333,6333,5908,6101,5831,5754,5773,5715,5503,5619,5348,5194,5483,5290,5059,4943,4808,5020,4576,4672,4557,4325,4363,4267,4054,4190,3823,3900,3784,3552,3572,3186,2992,2973,2,9.4,5.3,tallo
791,849,888,675,849,772,753,926,656,733,714,656,695,733,637,772,579,617,695,617,753,810,753,984,1158,1313,1737,1776,2471,3108,3707,4518,5039,5483,6178,6449,6874,7009,7105,6989,6989,7086,7414,7607,8611,8805,9577,10504,10929,11778,12493,12917,13748,14404,14675,15235,15524,15717,16181,16219,16721,16084,16161,16355,15910,16316,16451,16837,17146,17146,17223,17281,17706,18112,18633,18633,19579,19618,20390,21240,21780,22630,23209,24098,24870,25353,25816,26260,26531,26125,27033,26434,26646,26376,25797,25372,24580,24020,23364,22669,22128,20931,20429,20062,19019,17996,17262,16219,15679,15177,15486,15795,16104,16779,16721,16374,16625,16374,16026,16123,15795,15486,15408,14675,14636,14057,13613,13671,13207,12821,12937,12396,11798,11469,10890,10736,10195,9925,10002,9635,9731,9731,9963,10002,9751,9751,9751,9538,9886,9577,9751,10233,10002,10156,10427,10581,11276,11662,12647,13477,14134,15061,15891,16721,17783,18382,18614,19000,18150,16915,15833,15177,14597,14771,15157,15679,16548,17726,19154,19946,21877,22939,23943,25063,25411,25488,26164,25797,26125,25681,24638,23325,21414,18382,16161,14443,13748,14076,15331,17223,18691,19386,19811,19714,19811,19579,18807,18575,17919,17320,16644,15756,15447,14829,14443,14231,13864,13362,13053,12589,12628,11933,11547,11373,10272,9886,9210,8360,7878,7067,6642,6526,6410,6275,6333,6256,6642,6642,6333,6333,6449,6603,6989,6642,6796,7047,6912,7144,6989,6874,7028,6796,6796,6603,6391,6352,5985,5908,5870,6024,5985,5985,5754,5754,5368,5329,5406,5059,5329,5097,4885,5174,4557,4750,4672,4421,4518,4441,4132,4248,3958,3823,3861,3552,3552,3321,3050,3166,2,9.4,5.3,tallo
753,791,830,695,849,772,617,810,656,656,656,540,617,637,502,695,559,598,637,482,791,772,965,1313,1525,1950,2355,2819,3572,4421,5348,6275,6642,6835,7337,7260,7453,7434,7221,6989,6796,6545,6719,6874,7607,7685,8109,8805,9345,9828,10542,10909,11276,11585,12049,12377,12300,12551,12666,12512,12917,12609,12628,12975,12454,12589,12666,12763,13053,13362,13593,13458,14057,14694,15447,15698,16528,17223,17996,19000,19811,20429,21414,22553,22978,23827,24329,24561,24638,24715,25275,24947,25063,24754,24098,23943,22630,22089,21201,20081,19772,18884,17957,17378,16683,15679,14829,13748,13400,13226,13207,13786,13979,13786,14057,13941,13825,13902,13381,13362,12686,12821,12454,11682,11740,11295,10967,11122,10369,10427,10253,9654,9365,8727,8380,8129,7665,7414,7492,7260,7414,7356,7221,7337,6989,6835,6989,6796,7028,6893,7105,7376,7414,7646,8129,8438,9210,10233,11218,12609,13381,14694,15524,17166,18150,19193,19637,19714,19386,18305,16915,16142,15833,16046,16374,17069,18305,19405,21085,22031,23711,24484,25893,26955,27342,27419,28191,27670,27496,26801,26337,24503,22495,19502,16876,15061,14752,14771,16297,18459,19927,20738,21240,21085,21008,20931,20158,19869,19096,18575,17803,16760,16161,15601,15524,15177,14462,14134,13902,13362,13207,12589,12203,12164,10967,10291,9673,8843,8264,7414,7047,6738,6526,6584,6526,6565,6874,6661,6661,6874,6893,7047,7260,7047,7144,7337,7279,7762,7260,7356,7337,7144,7183,6796,6642,6796,6430,6352,6178,6159,6256,6101,6121,5870,5657,5715,5657,5329,5425,5290,5039,5348,5020,4981,4788,4557,4730,4576,4325,4460,4016,4093,3977,3668,3765,3417,3186,3243,2,9.9,5.29,inferior
810,868,868,675,868,753,656,849,695,733,675,579,695,617,617,714,559,617,695,463,849,868,965,1235,1506,2008,2471,2799,3630,4421,5425,6217,6565,7047,7260,7356,7646,7376,7183,7125,6874,6661,6893,6932,7492,7762,8206,8959,9345,9828,10504,10755,11527,11894,11971,12435,12454,12609,12956,12512,12975,12744,12589,12840,12705,12744,12821,13014,13381,13362,13632,13690,14057,14597,15312,15833,16760,17301,18150,19309,20120,20796,21549,22031,23209,23789,24329,24870,24870,24812,25275,25063,25179,24793,24252,24098,22939,22283,21317,20158,19811,18961,18170,17474,16683,15756,15061,13825,13458,13284,13226,13786,13979,14211,14288,14057,13979,13748,13439,13439,12840,12609,12512,11740,11817,11566,11160,11044,10600,10388,10291,9731,9422,8747,8650,8187,7762,7492,7395,7356,7183,7414,7337,7337,7047,6989,6951,6835,7105,7105,7067,7337,7492,7665,8129,8515,9365,10272,11373,12589,13362,14829,15756,16934,18459,19232,19811,19714,19444,18266,16992,16412,16065,16142,16412,17513,18170,19541,20931,22186,23866,25063,26029,26955,27419,27844,28191,28037,27882,27264,26376,25179,22572,19850,17185,15486,14868,15235,16567,18575,20081,20931,21394,21085,21394,21008,20178,20004,19386,18479,17706,16721,16625,15910,15679,15215,14520,14153,13979,13362,13439,12705,12396,12357,11122,10736,9828,8843,8360,7492,7105,6874,6835,6738,6796,6681,6893,6951,6681,6951,6874,6932,7298,7144,7221,7298,7492,7723,7260,7356,7337,7221,7183,7028,6835,6758,6217,6256,6217,6217,6391,6101,6178,5908,5638,5561,5734,5503,5561,5348,5116,5290,4923,4943,4711,4557,4711,4479,4421,4499,4112,4112,4093,3707,3939,3321,3321,3282,2,9.9,5.29,inferior
830,830,849,714,791,714,675,772,695,733,733,598,579,617,579,695,559,598,617,521,772,868,965,1216,1621,1930,2413,2741,3668,4460,5329,6256,6468,6893,7569,7356,7569,7298,7221,7144,6835,6874,6874,6951,7492,7800,8341,8882,9268,9963,10620,10967,11585,11971,12087,12357,12396,12705,12917,12666,12898,12744,12821,13014,12512,12551,12917,13130,13439,13439,13593,13941,14250,14617,15524,15930,16721,17378,18112,19309,20236,20873,21549,22553,23209,23866,24503,24542,24967,24793,25256,24928,25411,24715,24194,24175,22900,22089,21394,20236,19965,19000,18112,17648,16837,15833,14926,13786,13786,13362,13323,13844,13709,13979,14250,13767,14153,13593,13362,13284,12898,12705,12666,11894,11817,11238,11276,11044,10658,10349,10427,9751,9558,9056,8418,8341,7878,7414,7685,7298,7414,7395,7298,7298,6989,7144,6951,6874,7202,6989,7105,7356,7453,7607,8071,8496,9345,10060,11295,12454,13516,14906,16104,17146,18266,19232,19656,20081,19541,18228,17455,16335,16104,16239,16606,17339,18382,19541,21317,22476,24098,25275,26048,27110,27844,27959,28500,28056,27747,27380,26415,24947,22649,20081,17223,15447,14655,15370,16760,18691,20004,20969,21665,21626,21394,21163,20332,20178,19251,18768,17977,16992,16470,16142,15640,15138,14675,14327,14057,13516,13458,12898,12280,12203,11218,10542,9963,9036,8341,7356,7105,6951,6835,6642,6796,6642,7028,6874,6796,6874,6874,7028,7221,7105,7279,7511,7492,7762,7414,7337,7376,7183,7260,7047,6912,6796,6333,6294,6352,6236,6217,6178,6101,6043,5792,5676,5870,5561,5561,5329,5252,5252,5059,4981,4943,4692,4769,4576,4325,4518,4054,4190,4016,3726,3939,3552,3379,3243,2,9.9,5.29,inferior
753,791,810,617,849,772,637,849,656,598,579,579,675,598,579,733,559,637,656,424,772,810,888,1100,1390,1621,2085,2394,3050,3939,4730,5425,5831,6410,6603,6642,7009,6719,6835,6584,6275,6178,6275,6391,7105,7298,7646,8283,8747,9268,9963,10195,10736,11044,11353,11662,11740,12203,12126,11991,12357,11971,12010,12280,12049,12049,12435,12551,12744,12917,13130,13381,13671,14327,14984,15563,16161,16683,17436,18575,19347,19927,20776,21703,22476,22939,23711,23943,23943,23962,24638,24020,24252,23866,23287,23325,22167,21510,20699,19560,19328,18170,17494,17339,16683,15215,14559,13516,13091,12628,12763,13362,13284,13748,13671,13477,13477,13053,13091,13014,12435,12396,12087,11431,11392,11122,10562,10697,10060,10253,9905,9422,9075,8515,8187,7955,7492,7183,7221,6989,6989,6989,6951,7028,6642,6758,6603,6430,6816,6526,6565,6854,7028,7183,7492,7955,8650,9191,10369,11547,12145,13323,14288,15679,16644,17532,17861,18266,17841,16721,15988,15293,14848,15061,15293,16142,17146,18401,19869,20776,22707,23827,24870,25893,26511,26666,27110,27129,26917,26260,25488,24020,21877,19251,16490,14675,14250,14597,16142,17841,19270,20313,20854,20641,20467,20158,19386,19174,18324,17841,17088,16374,15930,15215,15080,14636,14134,13786,13555,12898,12705,12280,11740,11662,10736,10233,9422,8592,7878,7298,6661,6642,6333,6275,6642,6275,6777,6623,6333,6526,6526,6835,6970,6874,6912,7144,7086,7260,7067,6989,6951,7028,6989,6738,6352,6352,6101,5947,5947,6082,6101,5773,5754,5792,5561,5348,5464,5232,5174,5020,4943,5155,4730,4788,4711,4325,4557,4537,4190,4267,3958,3900,3823,3572,3649,3282,3050,3205,2,9.9,5.29,lado 1
